Index,FHLBankPopulation,StateAvgIncome,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount,Amount_Prediction
9354,126808,53906,88344,2,180,2,59,0.0275,5,207000,158344.7915
9355,303625,51075,98000,1,360,1,53,0.035,3,121980,122789.5644
9356,864771,64500,146316,2,360,2,40,0.035,4,388500,305262.246
9357,298800,51075,95976,2,360,2,37,0.0388,4,198000,201936.1707
9358,2705000,55638,117608,1,360,2,47,0.04,5,200000,240688.9778
9359,864771,51084,48496,2,240,2,99,0.04,4,127000,119561.9673
9360,298800,51075,216852,2,360,2,52,0.0388,4,102000,226474.2553
9361,298800,51075,164472,2,360,2,54,0.035,5,307000,230341.9235
9362,298800,51075,55494,1,360,2,34,0.0325,5,144000,196431.9044
9363,126808,54996,205315,2,360,2,47,0.0375,4,150000,251430.4177
9364,126808,54996,163939,1,360,2,99,0.035,5,335000,223406.6394
9365,673184,70628,102792,2,240,2,39,0.0325,5,308000,303335.6455
9366,215472,54736,46904,2,360,2,21,0.0325,2,85000,190422.6206
9367,673184,51494,130738,2,240,2,99,0.0375,5,281500,159346.8869
9368,864771,63909,196920,2,360,2,37,0.0338,4,417000,315645.8044
9369,298800,51075,133872,2,360,2,39,0.0363,5,255000,227748.4972
9370,215472,59588,176833,2,180,2,58,0.025,5,235000,219655.3429
9371,215472,54736,46904,1,360,1,27,0.04,3,66300,141463.0475
9372,864771,64500,88500,2,360,2,44,0.0325,5,417000,306445.8236
9373,215472,50238,51887,2,180,2,31,0.0338,5,135000,132984.2997
9374,215472,53017,96273,2,300,2,99,0.0338,4,161225,169365.0996
9375,864771,72222,91716,1,360,2,52,0.035,5,280000,338766.492
9376,864771,50532,81636,1,360,2,30,0.0325,5,141550,202482.9948
9377,864771,50532,129252,2,240,2,35,0.0313,5,271958,179910.78
9378,298800,45215,115764,2,360,2,70,0.035,5,230000,173527.6424
9379,215472,50238,121768,2,216,2,47,0.0363,5,147262,157843.9741
9380,864771,50532,34774,1,360,2,43,0.0375,3,87000,151707.2678
9381,215472,54736,32042,2,180,2,99,0.0313,2,36000,85367.9559
9382,2705000,59588,32182,1,360,2,60,0.0363,5,32000,242216.5573
9383,864771,50532,100776,2,360,2,43,0.0363,5,200000,216022.9948
9384,864771,64500,77844,2,360,2,25,0.0363,4,360000,293220.0239
9385,864771,51084,134304,2,360,2,41,0.035,4,300000,213364.0579
9386,864771,59588,170004,2,360,2,56,0.035,5,343000,288759.9165
9387,2705000,55638,36124,2,240,2,51,0.0325,3,88000,157097.2754
9388,864771,51084,34320,1,360,1,99,0.04,3,155150,89102.05041
9389,2705000,59588,105950,2,180,2,37,0.0275,4,147000,199827.6372
9390,126808,54996,60408,2,360,2,33,0.0388,5,105500,235937.7654
9391,2705000,59588,99360,2,360,2,41,0.04,2,195500,231792.1214
9392,864771,64500,128891,2,300,2,34,0.0375,4,160500,277830.4801
9393,298800,50532,51216,2,360,2,50,0.0363,4,74850,183428.1203
9394,303625,42019,40686,1,360,2,47,0.0375,5,100000,125898.7816
9395,864771,50532,143028,1,240,2,46,0.0325,4,210600,147372.2456
9396,298800,51075,125772,2,360,2,60,0.0363,4,209000,201865.9326
9397,215472,50238,188839,2,180,2,41,0.0275,5,165000,166210.2507
9398,126808,48568,152633,2,360,2,99,0.0388,4,168000,175810.9995
9399,2705000,55638,153382,2,180,2,99,0.0275,5,107200,178363.6029
9400,126808,53906,68130,2,360,2,56,0.0388,4,90000,206060.9356
9401,298800,50532,237276,1,360,2,45,0.0338,5,417000,233502.5736
9402,126808,53906,131175,1,240,2,48,0.0313,2,200000,132371.4287
9403,215472,63488,61503,1,360,2,32,0.0413,5,118400,276434.6825
9404,864771,51084,108000,1,360,2,41,0.035,5,214967,207469.3668
9405,298800,51075,90602,1,360,2,59,0.0325,5,234160,195825.0665
9406,298800,51244,108000,2,360,2,34,0.0325,3,335000,193984.7678
9407,2705000,55638,98796,2,360,2,37,0.0325,5,315500,258406.0333
9408,864771,51084,95604,2,360,2,39,0.035,4,152000,204457.9648
9409,864771,64500,88760,1,360,1,44,0.0375,5,352000,244917.3883
9410,126808,48568,176857,2,360,2,44,0.0325,4,208000,205263.8048
9411,126808,53906,47640,1,180,2,59,0.0325,5,60000,130637.9531
9412,864771,51084,101076,1,360,2,59,0.04,4,135920,180778.8832
9413,303625,55702,129384,2,240,2,44,0.0338,4,188000,191980.2477
9414,215472,54736,174008,1,360,2,35,0.04,4,152000,230213.491
9415,673184,51494,89038,2,360,2,35,0.0338,5,240000,223005.9189
9416,8538000,72222,156598,2,360,2,72,0.0363,2,275000,336099.0397
9417,215472,54736,28080,1,360,1,25,0.0363,4,101700,155156.7607
9418,298800,50532,99996,1,360,2,41,0.04,4,417000,181997.2431
9419,215472,54736,74760,1,360,2,30,0.0325,4,186800,210662.8955
9420,298800,51075,170895,1,360,2,55,0.0338,4,188808,200783.4004
9421,864771,50532,301200,1,240,2,99,0.0338,4,245000,166400.4802
9422,215472,54736,80678,2,180,2,99,0.0288,4,115000,130603.3214
9423,2705000,55638,41760,2,360,2,64,0.0338,5,140000,233482.0729
9424,215472,54736,82882,2,240,2,43,0.03,5,189750,191812.8426
9425,215472,53906,65559,2,240,2,50,0.0363,3,165000,144599.3443
9426,298800,51075,259992,2,360,2,35,0.0325,5,330000,262404.2972
9427,298800,51075,91848,2,360,2,36,0.0363,5,171500,218387.7311
9428,2705000,64500,251976,2,360,2,68,0.045,4,550000,321928.8292
9429,126808,48568,123175,2,360,2,42,0.035,5,103200,207501.3877
9430,215472,53017,328587,1,360,2,40,0.035,5,383200,273783.1284
9431,673184,51494,169834,2,180,2,55,0.03,5,240000,164703.5779
9432,864771,66262,122500,2,360,2,54,0.04,5,292000,319471.0077
9433,215472,54736,52000,1,240,1,23,0.0325,4,145000,115125.9483
9434,864771,51084,74496,2,240,2,30,0.0363,5,160000,169539.9257
9435,864771,51244,96924,1,360,2,38,0.0338,5,310000,207419.7406
9436,215472,54736,80784,2,360,2,33,0.0313,5,119000,242896.4098
9437,864771,64500,90384,2,360,2,57,0.0413,4,514000,282134.8929
9438,126808,53906,135384,2,180,2,54,0.03,5,193000,170841.5219
9439,864771,50532,40368,2,180,2,99,0.0275,5,100000,111229.4121
9440,298800,51075,104988,1,360,2,47,0.035,5,285600,202797.345
9441,298800,47830,98500,2,360,2,38,0.0325,5,267000,199576.8493
9442,864771,51075,125652,2,360,2,39,0.0325,4,288000,213007.9642
9443,864771,51084,123634,2,180,2,52,0.0325,5,125000,151029.0086
9444,298800,51075,89292,1,360,1,25,0.0338,4,225000,147621.4474
9445,2705000,55638,257004,1,360,2,35,0.0325,3,364212,251312.4553
9446,215472,50238,60000,1,360,2,45,0.0363,3,292500,153994.9264
9447,864771,51084,88128,1,360,2,26,0.0363,4,168150,191558.2983
9448,215472,54736,78326,2,180,2,66,0.0338,4,64000,140154.4337
9449,673184,70628,140004,1,360,2,56,0.0388,3,281320,304571.5779
9450,2705000,55638,48160,2,240,2,67,0.0338,5,198000,185515.7499
9451,472522,66262,100500,1,360,2,81,0.0325,5,365000,290760.3695
9452,864771,50532,153264,1,360,2,44,0.0338,5,261600,214530.1294
9453,215472,60557,99144,2,360,2,45,0.035,5,110000,279745.0926
9454,215472,54736,88290,1,360,2,40,0.0325,4,118400,210292.1205
9455,864771,51084,64235,2,180,2,55,0.03,5,104000,136198.078
9456,303625,66262,363050,2,360,2,51,0.0388,4,618000,363550.7506
9457,864771,64500,149208,2,360,2,36,0.0338,5,397800,324010.6067
9458,126808,48568,107543,2,360,2,99,0.0413,4,118000,163448.7404
9459,2705000,64500,213192,2,360,2,57,0.0375,4,568000,319711.4219
9460,864771,50532,55068,2,360,2,29,0.0338,4,108000,194982.5735
9461,298800,51075,37392,2,360,2,48,0.0338,5,112000,201418.2713
9462,864771,50532,107916,1,240,1,99,0.0363,5,64000,89017.24522
9463,864771,51084,120412,1,360,2,99,0.035,4,212000,172842.6687
9464,864771,64500,234091,2,360,2,65,0.0338,5,417000,334323.713
9465,298800,51075,102828,1,360,2,34,0.035,5,294500,207128.7787
9466,298800,51075,43692,2,360,2,39,0.0363,3,93750,173260.8214
9467,215472,63488,61000,2,240,2,30,0.0313,5,98000,248396.0426
9468,864771,50532,94920,2,360,2,61,0.04,5,241000,206171.7361
9469,215472,50238,65984,1,360,1,99,0.0338,3,140400,92328.05439
9470,864771,51084,37776,1,360,1,29,0.0375,5,123500,149290.2248
9471,864771,60850,138084,2,360,2,55,0.0363,4,195000,272925.3938
9472,298800,45215,106920,1,360,2,30,0.0375,4,246800,153873.7261
9473,472522,51244,96672,1,360,2,69,0.0338,5,192318,194624.8698
9474,303625,55702,98775,1,360,2,35,0.04,4,189550,218068.9072
9475,215472,54736,102408,1,240,2,55,0.03,4,320000,160868.3104
9476,215472,54736,100845,2,360,2,30,0.0325,4,325500,232497.1499
9477,126808,53906,95921,1,360,2,99,0.0375,3,217000,166143.1428
9478,215472,54736,272567,2,360,2,59,0.0325,5,417000,280470.1739
9479,673184,70303,131122,1,360,2,99,0.0388,5,467548,316089.865
9480,298800,45215,196872,1,360,2,45,0.0363,5,335000,187224.7534
9481,215472,54736,47326,2,360,2,46,0.045,2,50000,175598.7539
9482,215472,54736,445803,2,360,2,28,0.0363,4,316000,317619.8227
9483,298800,51075,119988,2,360,2,29,0.0363,5,148250,228030.9516
9484,298800,51075,401285,2,346,2,38,0.035,4,409000,273773.9154
9485,864771,50532,38878,1,360,2,75,0.0363,5,127500,173265.1254
9486,8538000,66262,237096,1,360,2,42,0.035,5,625000,361329.3262
9487,215472,59588,45252,1,360,2,28,0.03,5,172400,253173.3093
9488,303625,55702,110854,1,360,2,39,0.0375,4,159600,220696.59
9489,2705000,59588,146424,1,360,2,39,0.0363,3,327200,246598.1922
9490,2705000,64500,204012,2,360,2,52,0.0438,5,614000,332484.675
9491,215472,53017,54704,2,240,2,99,0.0313,5,79000,151881.1775
9492,298800,51075,71892,1,360,1,27,0.0363,5,93600,157412.5666
9493,303625,55702,83124,1,360,2,39,0.035,5,175750,230884.9771
9494,215472,53017,55748,2,360,2,32,0.035,4,169040,208040.8911
9495,8538000,60850,534169,1,360,2,42,0.0388,5,526000,398044.1971
9496,215472,54736,38938,2,360,2,25,0.03,4,147200,220037.6224
9497,2705000,55638,58152,2,360,2,45,0.0338,5,135000,244689.9476
9498,864771,50532,39780,2,180,2,99,0.0275,4,90000,95088.50804
9499,215472,50238,144156,2,360,2,51,0.035,5,275000,220636.6042
9500,864771,66262,186336,2,360,2,62,0.0375,4,602600,317518.9275
9501,2705000,59588,53064,1,360,1,36,0.0325,4,112917,198073.0229
9502,864771,51084,45760,2,180,2,43,0.0288,5,140000,136618.4526
9503,298800,51075,135720,1,360,2,47,0.0338,5,259000,210998.8206
9504,298800,51075,119148,1,360,2,36,0.0363,3,205600,177884.2515
9505,298800,45215,115716,2,360,2,31,0.0338,5,417000,188660.7411
9506,2705000,59588,129444,2,180,2,52,0.0325,4,244000,197844.3556
9507,864771,51084,130128,1,360,2,99,0.035,5,248000,191260.9442
9508,673184,51494,65906,1,360,2,72,0.0388,4,112000,169827.2355
9509,298800,51075,99408,2,360,2,31,0.0388,5,192500,221034.4811
9510,298800,51075,149796,2,360,2,38,0.0338,5,405000,233208.6873
9511,864771,51244,93891,2,360,2,33,0.04,5,185600,221103.1611
9512,215472,54736,167825,2,349,2,32,0.0325,5,194633,260012.8492
9513,864771,51084,137964,2,240,2,39,0.0388,5,260000,180890.3459
9514,673184,71346,195000,2,360,2,51,0.0363,5,337000,373330.9423
9515,673184,51494,89278,2,360,2,40,0.035,5,164500,220658.5308
9516,298800,51075,34284,1,360,2,49,0.0375,4,85000,167301.0892
9517,864771,50532,91200,1,360,2,25,0.0325,4,155920,190748.1498
9518,864771,50532,65740,1,360,2,30,0.0338,5,240000,197938.4911
9519,2705000,55638,49680,1,360,1,30,0.0325,2,127645,141423.7657
9520,2705000,55638,130512,2,360,2,52,0.0338,5,202000,260120.7652
9521,298800,51075,65244,2,300,2,63,0.0363,5,99200,177415.3267
9522,126808,53906,79992,1,240,2,47,0.0375,5,150000,165199.5747
9523,298800,51075,122850,2,360,2,59,0.04,5,268416,215859.0752
9524,215472,53017,96889,2,360,2,99,0.0338,5,323765,209732.5662
9525,864771,50532,163000,2,240,2,99,0.0363,5,128000,162128.3695
9526,215472,54736,33432,2,360,2,77,0.0313,5,95000,214598.1991
9527,864771,51084,54775,1,360,2,36,0.0325,4,51700,181181.7346
9528,864771,50532,78275,1,360,2,99,0.0325,5,148000,175794.1916
9529,126808,53906,44836,1,360,1,24,0.0388,3,116868,136875.514
9530,298800,51075,253116,1,360,2,56,0.0388,5,322500,234691.2714
9531,303625,72222,118560,1,180,2,34,0.0313,5,87875,279595.8184
9532,864771,51084,84564,2,240,2,48,0.0338,4,270000,150426.6962
9533,673184,70628,99180,2,360,2,61,0.035,3,260000,309530.4914
9534,298800,51075,130572,2,360,2,33,0.0325,5,171000,230864.2067
9535,215472,54736,68024,1,360,1,28,0.0325,4,106800,165689.7692
9536,126808,53906,25236,1,360,1,36,0.04,4,43500,142949.8988
9537,298800,51075,97980,2,360,2,37,0.0388,4,224500,202436.1545
9538,864771,50532,59946,1,360,2,99,0.0375,4,146320,153001.7867
9539,215472,54736,108983,2,360,2,52,0.0325,5,260000,242279.6145
9540,126808,53906,509374,2,360,2,45,0.035,5,324900,337954.6337
9541,2705000,50532,85104,2,240,2,48,0.0388,4,181000,149939.3707
9542,298800,51075,92712,1,360,1,35,0.0375,5,153900,159075.8186
9543,2705000,59588,27972,1,360,2,71,0.04,4,71505,219404.2515
9544,298800,51244,140250,2,360,2,36,0.0313,5,384500,233804.0954
9545,673184,70628,258407,2,360,2,43,0.0338,2,250000,340539.9025
9546,864816,64500,202296,2,360,2,48,0.0388,5,578000,330534.871
9547,2705000,55638,47329,1,360,1,33,0.0375,4,106426,169476.4412
9548,126808,51492,58336,2,360,2,68,0.0388,5,130000,199186.9192
9549,215472,54736,52627,2,360,2,52,0.035,5,102800,227106.5681
9550,298800,45215,138811,1,360,2,34,0.0388,5,251200,175747.3772
9551,864771,51084,124272,1,360,2,52,0.0375,4,175000,190301.2342
9552,864771,51084,46599,1,360,1,99,0.035,4,144000,110385.0232
9553,126808,54996,59086,2,180,2,41,0.035,5,60000,161643.262
9554,298800,51075,108528,2,360,2,43,0.0338,5,201400,221039.4065
9555,298800,45215,82774,1,360,1,30,0.035,4,172000,104920.2688
9556,864771,50532,28689,1,360,2,99,0.0363,3,89900,129743.2436
9557,864771,51084,63447,1,360,2,99,0.0338,5,310000,175158.5662
9558,126808,53906,102721,2,180,2,99,0.0288,4,117000,130373.3282
9559,864771,50532,119220,2,360,2,45,0.035,5,168000,220453.9235
9560,126808,63909,75888,2,360,2,53,0.0375,5,330300,291698.854
9561,2705000,59588,60000,1,360,1,37,0.035,2,96143,166327.8363
9562,298800,45215,132552,1,360,1,33,0.0375,4,269800,115102.9795
9563,864771,51084,100320,1,360,2,99,0.0388,5,189000,182132.8716
9564,126808,53906,48946,1,360,1,28,0.0388,4,88369,152396.5665
9565,298800,51075,56472,1,360,1,25,0.0338,4,215000,139433.0899
9566,8538000,60850,101436,1,240,1,24,0.0313,4,133650,191686.6141
9567,126808,54736,32552,1,360,1,54,0.0388,4,89460,144042.5298
9568,126808,53906,51090,1,360,1,34,0.04,3,149000,134155.3693
9569,864771,55653,135000,2,360,2,34,0.035,5,328200,262303.3393
9570,126808,53906,69000,1,240,2,99,0.035,4,57600,128094.2163
9571,864771,50532,82596,1,360,2,34,0.0338,5,232800,200645.3781
9572,126808,48568,174130,1,360,2,35,0.0425,5,340200,204172.687
9573,126808,48568,76824,1,360,2,75,0.0363,5,128000,167669.179
9574,673184,70628,114608,2,360,2,49,0.0375,4,115240,332756.9438
9575,298800,51075,128702,1,360,2,65,0.035,5,198000,201970.2746
9576,2705000,64500,274692,2,360,2,39,0.0375,4,603000,341798.7817
9577,864771,50532,59676,1,360,2,31,0.0363,4,167310,178944.0989
9578,215472,54736,175000,2,360,2,33,0.0363,4,247000,248183.1852
9579,298800,51075,113784,2,360,2,27,0.0363,5,174500,227232.3804
9580,864771,64500,127968,2,360,2,79,0.0325,4,312000,287186.1583
9581,864771,51084,35460,1,360,1,36,0.0375,5,134900,146089.9093
9582,215472,50238,76001,2,180,2,45,0.0263,5,125000,137093.4626
9583,2705000,59588,42082,1,360,1,24,0.0375,3,80103,181609.3394
9584,303625,55702,100512,1,360,2,36,0.0375,5,223000,235234.4607
9585,215472,54736,117441,2,240,2,57,0.0325,5,50000,194077.4651
9586,864771,66262,136152,2,360,2,99,0.0375,4,353600,291136.6427
9587,8538000,64500,97140,2,360,2,47,0.0375,5,521000,327124.987
9588,864771,50532,43212,1,360,2,33,0.035,5,189200,190659.9312
9589,864771,51084,109867,2,180,2,99,0.03,4,159000,115104.5144
9590,298800,51075,150492,2,360,2,32,0.0338,5,386250,235630.1828
9591,126808,54996,30725,1,348,2,62,0.0388,4,73000,181503.1169
9592,126808,53906,152234,1,360,2,47,0.0325,5,240000,233887.8424
9593,864771,64500,89280,2,240,2,35,0.035,4,233000,244466.2216
9594,126808,53906,64000,2,180,2,50,0.0288,5,139600,155064.3444
9595,864771,50532,69488,2,180,2,99,0.0275,5,117000,118494.6459
9596,298800,51075,106404,1,360,1,33,0.035,5,256000,164353.7819
9597,298800,51075,100219,2,343,2,43,0.035,5,198800,211570.0972
9598,298800,50532,157560,1,360,2,47,0.035,5,372000,212330.6541
9599,298800,51075,29676,2,360,2,62,0.0363,5,96000,193135.5807
9600,298800,51075,155246,1,360,2,38,0.0363,5,280100,218129.5685
9601,298800,51075,255396,2,360,2,45,0.035,5,405800,256398.5902
9602,126808,54996,84760,2,360,2,25,0.04,2,68000,196493.8821
9603,126808,54996,47210,1,360,1,31,0.0363,5,135375,175138.8077
9604,864771,50532,158520,1,360,2,38,0.0388,4,232000,199869.8634
9605,298800,51075,130272,2,360,2,35,0.0338,5,258000,229461.5118
9606,126808,63909,70467,2,180,2,73,0.0288,5,203968,214066.7243
9607,298800,41995,119487,1,360,2,42,0.0325,5,348000,149485.4071
9608,126808,53906,99095,2,360,2,44,0.0363,4,255000,219394.8042
9609,298800,51075,38376,2,360,2,62,0.0338,5,118000,196418.7926
9610,298800,51075,155904,2,360,2,57,0.0363,4,111500,210507.5774
9611,126808,63909,124728,2,180,2,99,0.0325,3,160000,184228.6954
9612,864816,64500,136548,2,360,2,52,0.035,5,340000,314323.8327
9613,864771,47830,64404,1,360,2,72,0.0363,5,207000,162928.2248
9614,864771,63909,96708,2,360,2,36,0.0338,5,275000,307012.4638
9615,126808,50238,38204,2,180,2,67,0.0313,4,42000,100949.0797
9616,298800,45215,27248,1,360,2,55,0.0388,5,68000,140045.7292
9617,864771,64500,103992,2,360,2,49,0.035,5,330000,307325.1373
9618,864771,50532,160708,2,240,2,35,0.0338,5,222000,186646.2057
9619,298800,50532,261000,1,360,2,48,0.0375,5,417000,236650.9366
9620,864771,50532,142045,1,360,2,46,0.0363,5,185000,209869.1621
9621,298800,51075,72492,1,360,2,36,0.0338,5,203750,199344.938
9622,215472,50238,41507,2,360,2,37,0.0338,4,117600,184811.2426
9623,215472,54736,71100,2,360,2,35,0.03,5,155875,240309.6018
9624,126808,53906,134862,2,120,2,53,0.03,5,81500,146866.3513
9625,215472,50238,46740,2,240,2,73,0.035,5,80000,139650.7378
9626,215472,63488,83417,2,240,2,36,0.0338,3,106400,218640.0488
9627,126808,54996,388775,2,156,2,43,0.035,5,417000,233461.2188
9628,215472,50238,101921,2,240,2,27,0.03,4,140000,156882.5561
9629,2705000,55638,58783,1,360,2,67,0.035,4,52000,204750.7734
9630,298800,45215,59988,2,324,2,48,0.0338,5,110500,153856.3498
9631,298800,45215,83724,1,360,2,68,0.0338,5,149600,151490.9998
9632,215472,54736,64079,1,360,2,62,0.04,3,44000,176677.4637
9633,215472,54736,133000,2,240,2,46,0.03,3,180000,171204.5998
9634,303625,55702,85044,1,120,2,70,0.03,5,75000,125097.0599
9635,215472,54736,118590,2,240,2,99,0.0338,5,255000,178050.6289
9636,303625,55702,53016,1,360,2,31,0.0363,5,152000,225791.8115
9637,673184,70628,175956,1,360,2,53,0.0375,5,272000,347232.2403
9638,298800,51075,128064,2,360,2,36,0.0338,5,358000,228535.99
9639,2705000,64500,237288,2,360,2,35,0.0375,5,572000,349959.5165
9640,126808,53906,45116,1,360,2,99,0.0375,5,96900,185456.0597
9641,864771,64500,167004,1,360,2,53,0.0425,5,534400,302883.5172
9642,864771,51084,61788,1,360,1,32,0.035,5,134240,155269.748
9643,298800,50532,66024,2,360,2,65,0.0338,5,134500,198609.816
9644,2705000,55638,207528,2,180,2,51,0.0313,4,250000,192170.0442
9645,298800,51075,52980,2,180,2,31,0.0279,5,122000,141643.3322
9646,303625,72222,124836,1,360,1,26,0.0388,4,163200,293443.5998
9647,298800,51075,95518,1,360,2,40,0.035,5,239936,203057.137
9648,215472,50238,436153,2,360,2,99,0.0363,4,370000,258932.2332
9649,2705000,50238,282336,2,180,2,58,0.0325,4,380000,172045.1936
9650,298800,45215,102552,1,360,2,47,0.0338,5,183400,164055.9221
9651,864771,64500,164328,2,360,2,54,0.04,5,625500,318280.0879
9652,298800,45215,186522,1,360,2,43,0.0363,5,246000,185391.7845
9653,298800,51075,55422,1,360,1,31,0.0363,5,186400,151804.8526
9654,298800,51075,61992,1,360,2,43,0.0363,3,115920,161001.7445
9655,298800,51075,94860,1,360,2,55,0.0363,5,135000,196694.7852
9656,298800,48568,196180,2,360,2,33,0.0325,5,264500,230690.2814
9657,215472,54736,44200,2,360,2,23,0.0338,4,123200,220408.5493
9658,673184,70628,98583,2,360,2,37,0.0363,5,395000,349782.7783
9659,864771,64500,48000,2,360,2,42,0.035,4,253000,279983.8175
9660,864771,63909,38376,2,360,2,69,0.0338,5,111600,280095.8764
9661,2705000,55638,80208,1,360,1,33,0.0325,5,136345,195898.9681
9662,298800,51075,126384,1,360,1,29,0.0388,5,325100,169146.0283
9663,215472,50238,60328,1,360,1,26,0.0338,4,150000,134259.9478
9664,864771,51084,105876,1,360,2,54,0.035,5,322000,202069.1055
9665,303625,55702,55896,2,360,2,30,0.0375,4,76000,225682.9626
9666,215472,54736,37212,1,360,1,30,0.035,4,106400,156140.4871
9667,303625,55702,52641,1,360,1,35,0.0338,5,162000,181270.4846
9668,2705000,63909,179904,2,180,2,61,0.03,5,314400,252681.314
